"BBM-9626",="2023-07-31 05:48:26","Employee","CH-1","YES"
"BBM-9626",="2023-07-31 04:04:00","Employee","CH-1","YES"
"BBM-9626",="2023-07-31 04:03:28","Employee","CH-2","YES"
"BBM-9626",="2023-07-31 04:02:32","Employee","CH-1","YES"
"BBM-9626",="2023-07-31 04:02:28","Employee","CH-2","YES"
"AKK-8125",="2023-07-31 02:01:49","Employee","CH-2","YES"
"AKK-8125",="2023-07-31 02:01:20","Employee","CH-1","YES"
"BBM-9626",="2023-07-30 22:37:48","Employee","CH-2","YES"
"BBM-9626",="2023-07-30 22:37:43","Employee","CH-1","YES"
"BBM-9626",="2023-07-30 22:36:33","Employee","CH-2","YES"
"BJW-9155",="2023-07-30 22:36:30","Employee","CH-2","YES"
"BJW-9155",="2023-07-30 22:36:29","Employee","CH-2","YES"
"BBM-9626",="2023-07-30 22:36:29","Employee","CH-1","YES"
"BJW-9155",="2023-07-30 22:36:24","Employee","CH-1","YES"
"AAD-7379",="2023-07-30 22:01:33","Employee","CH-2","YES"
"AAD-7379",="2023-07-30 22:01:25","Employee","CH-1","YES"
"BFM-1090",="2023-07-30 21:57:49","Employee","CH-2","YES"
"BFM-1090",="2023-07-30 21:57:35","Employee","CH-1","YES"
"BJW-9155",="2023-07-30 21:56:49","Employee","CH-1","YES"
"BJW-9155",="2023-07-30 21:56:46","Employee","CH-1","YES"
"BJW-9155",="2023-07-30 21:55:23","Employee","CH-2","YES"
"BBA-1339",="2023-07-30 21:19:18","Employee","CH-1","YES"
"BBA-1339",="2023-07-30 21:18:19","Employee","CH-2","YES"
"BBA-1339",="2023-07-30 21:18:11","Employee","CH-1","YES"
"BBA-1339",="2023-07-30 21:17:13","Employee","CH-2","YES"
"BBA-1339",="2023-07-30 21:17:10","Employee","CH-1","YES"
"APN-7596",="2023-07-30 21:07:25","Employee","CH-2","YES"
"APN-7596",="2023-07-30 21:07:23","Employee","CH-1","YES"
"APN-7596",="2023-07-30 21:07:16","Employee","CH-1","YES"
"AAD-7379",="2023-07-30 21:06:26","Employee","CH-1","YES"
"BBE-2770",="2023-07-30 20:51:41","Employee","CH-2","YES"
"BBE-2770",="2023-07-30 20:51:21","Employee","CH-1","YES"
"1803-H9",="2023-07-30 20:39:05","Employee","CH-2","YES"
"1803-H9",="2023-07-30 20:38:36","Employee","CH-1","YES"
"BFM-1090",="2023-07-30 20:19:33","Employee","CH-1","YES"
"BFM-1090",="2023-07-30 20:19:25","Employee","CH-2","YES"
"BBE-2770",="2023-07-30 19:47:45","Employee","CH-1","YES"
"BBE-2770",="2023-07-30 19:47:22","Employee","CH-2","YES"
"BPM-3215",="2023-07-30 18:58:12","Employee","CH-2","YES"
"BPM-3215",="2023-07-30 18:57:09","Employee","CH-2","YES"
"BPM-3215",="2023-07-30 18:56:48","Employee","CH-1","YES"
"BBE-2770",="2023-07-30 18:35:06","Employee","CH-2","YES"
"BBE-2770",="2023-07-30 18:35:03","Employee","CH-1","YES"
"BFM-1090",="2023-07-30 18:21:05","Employee","CH-2","YES"
"BFM-1090",="2023-07-30 18:20:43","Employee","CH-2","YES"
"BFM-1090",="2023-07-30 18:20:39","Employee","CH-1","YES"
"2028-H9",="2023-07-30 17:47:07","Employee","CH-2","YES"
"2028-H9",="2023-07-30 17:46:59","Employee","CH-1","YES"
"AKK-8125",="2023-07-30 17:42:11","Employee","CH-1","YES"
"AKK-8125",="2023-07-30 17:41:51","Employee","CH-2","YES"
"APN-7596",="2023-07-30 17:36:04","Employee","CH-1","YES"
"APN-7596",="2023-07-30 17:35:55","Employee","CH-2","YES"
"1803-H9",="2023-07-30 17:33:18","Employee","CH-1","YES"
"ATL-6867",="2023-07-30 17:33:02","Employee","CH-1","YES"
"ATL-6867",="2023-07-30 17:32:23","Employee","CH-2","YES"
"ATL-6867",="2023-07-30 17:32:01","Employee","CH-1","YES"
"5026-QM",="2023-07-30 17:26:15","Employee","CH-2","YES"
"5026-QM",="2023-07-30 17:26:02","Employee","CH-1","YES"
"AAD-7379",="2023-07-30 17:10:07","Employee","CH-1","YES"
"AAD-7379",="2023-07-30 17:09:25","Employee","CH-2","YES"
"AAD-7379",="2023-07-30 17:09:07","Employee","CH-1","YES"
"BEE-7158",="2023-07-30 16:43:52","Employee","CH-2","YES"
"BEE-7158",="2023-07-30 16:43:48","Employee","CH-1","YES"
"BEE-7158",="2023-07-30 16:43:40","Employee","CH-1","YES"
"BFM-1090",="2023-07-30 14:36:05","Employee","CH-1","YES"
"BFM-1090",="2023-07-30 14:36:02","Employee","CH-2","YES"
"5118-S7",="2023-07-30 14:23:17","Employee","CH-2","YES"
"5118-S7",="2023-07-30 14:23:14","Employee","CH-1","YES"
"BBA-1339",="2023-07-30 13:41:42","Employee","CH-1","YES"
"BBA-1339",="2023-07-30 13:41:12","Employee","CH-2","YES"
"BBA-1339",="2023-07-30 13:40:11","Employee","CH-2","YES"
"BBA-1339",="2023-07-30 13:39:44","Employee","CH-1","YES"
"BBA-1339",="2023-07-30 13:38:02","Employee","CH-1","YES"
"BBA-1339",="2023-07-30 13:37:53","Employee","CH-2","YES"
"BBA-1339",="2023-07-30 13:37:12","Employee","CH-2","YES"
"BBA-1339",="2023-07-30 13:36:19","Employee","CH-1","YES"
"BBA-1339",="2023-07-30 13:36:11","Employee","CH-2","YES"
"AAD-7379",="2023-07-30 12:31:25","Employee","CH-1","YES"
"ATL-6867",="2023-07-30 12:31:05","Employee","CH-1","YES"
"ATL-6867",="2023-07-30 12:30:45","Employee","CH-2","YES"
"AGU-1550",="2023-07-30 12:16:05","Employee","CH-2","YES"
"AGU-1550",="2023-07-30 12:16:02","Employee","CH-1","YES"
"AGU-1550",="2023-07-30 12:15:28","Employee","CH-1","YES"
"2028-H9",="2023-07-30 11:01:34","Employee","CH-1","YES"
"2028-H9",="2023-07-30 11:01:28","Employee","CH-2","YES"
"BEE-7158",="2023-07-30 10:37:40","Employee","CH-1","YES"
"BEE-7158",="2023-07-30 10:37:36","Employee","CH-2","YES"
"5118-S7",="2023-07-30 10:03:40","Employee","CH-1","YES"
"5118-S7",="2023-07-30 10:02:52","Employee","CH-2","YES"
"BPM-3215",="2023-07-30 10:01:18","Employee","CH-1","YES"
"BPM-3215",="2023-07-30 10:01:04","Employee","CH-2","YES"
"BPM-3215",="2023-07-30 10:00:28","Employee","CH-1","YES"
"BPM-3215",="2023-07-30 10:00:03","Employee","CH-2","YES"
"BBM-9626",="2023-07-30 08:26:38","Employee","CH-1","YES"
"BBM-9626",="2023-07-30 08:25:48","Employee","CH-2","YES"
"5026-QM",="2023-07-30 08:17:23","Employee","CH-1","YES"
"5026-QM",="2023-07-30 08:16:07","Employee","CH-2","YES"
"AKK-6720",="2023-07-30 06:14:42","Employee","CH-1","YES"
"AKK-6720",="2023-07-30 04:07:03","Employee","CH-1","YES"
"AKK-6720",="2023-07-30 04:06:32","Employee","CH-2","YES"
"BEE-7158",="2023-07-30 03:46:26","Employee","CH-2","YES"
"BEE-7158",="2023-07-30 03:45:52","Employee","CH-1","YES"
"APN-7596",="2023-07-29 23:05:38","Employee","CH-2","YES"
"APN-7596",="2023-07-29 23:05:29","Employee","CH-1","YES"
"AKK-8125",="2023-07-29 22:23:59","Employee","CH-2","YES"
"AKK-8125",="2023-07-29 22:23:46","Employee","CH-1","YES"
"AKK-8125",="2023-07-29 22:22:53","Employee","CH-2","YES"
"AKK-8125",="2023-07-29 22:22:45","Employee","CH-1","YES"
